Relatório de programação de anúncios
27 de julho de 2026 - 16 de setembro de 2026
Data e hora,Ajuste de lance,Cliques,CTR,Impr.,Código da moeda,Custo,Taxa de conv.,Conversões,Custo / conv.
Total: Campanha,,0, --,0,BRL,"0,00","0,00%","0,00","0,00"
